timeindex,flag,currentBack,motorTempBack,positionBack,refPositionBack,refVelocityBack,trackingDeviationBack,velocityBack,currentFront,motorTempFront,positionFront,refPositionFront,refVelocityFront,trackingDeviationFront,velocityFront
8309,0,18,44,5.00E+00,8.00E+00,6,1.00E+01,7.031144278,122,45,400.9998239,398,6,9.000249154,7.020762852
8310,0,-6,44,577.4999585,579.4999992,8,10,10,192,46,971.4993048,973.4999992,6,5.000747463,8
8311,0,10,46,579.4998339,576.4999968,6,8.000124577,8,34,44,968.4995747,969.4999968,5,6.000456783,6.989618574
8312,1,117,40,581.4993356,578.4999976,6,8.000664411,10,183,45,968.499201,968.4999976,10,8.000830514,10
8313,1,10,42,579.4994186,579.4999992,7,9.00058136,6,39,42,972.4991595,972.4999992,8,10.00083051,10
8314,1,28,40,581.499211,580.4999976,10,9.000788988,5,13.5,44,971.499284,968.4999976,8,8.000705937,7
8315,1,48,44,576.4997924,576.4999968,9,8.000207629,7,116,46,973.4994501,971.4999968,7,10.00053983,6
8316,1,70,43,576.4996263,576.4999992,9,8.000332206,5,312,46,971.4990349,969.4999992,6,9.000955091,8
8317,1,-16,44,579.4992525,581.4999968,5,6.000705937,10.02076285,-50,43,969.4990764,973.4999968,5,9.000913565,6
8318,1,-35,43,576.5004983,578.4999976,8,6.994041061,7.979237148,45,43,971.5019832,973.4999976,10,9.989618574,7
8319,1,175,44,580.499128,581.4999984,8,9.000830514,7,54,42,973.4996162,971.4999984,6,7.000415257,10
8320,1,403,43,565.9113776,568.9472802,243.9034377,8.98791602,263.3347909,424.5,43,947.3034848,950.8477559,248.6236612,4.984303284,272.3386383
8321,1,77,47,581.4994602,580.4999976,7,10.00049831,9,450.5,42,970.5026891,973.4999976,6,4.997342355,5
8322,1,225,47,9.000207629,5.00E+00,6,4.999833897,7.020762852,80,49,396.9996162,402,9,10.00041526,8.020762852
8323,1,66,41,579.4992525,579.4999992,5,6.000705937,6,81.5,43,972.4994501,969.4999992,6,7.00058136,8
8324,1,110.5,40,578.4989203,580.4999968,5,9.001038143,7,-18,42,969.4993671,968.4999968,10,5.000664411,7
8325,1,8,43,581.4995847,577.4999968,8,7.000373731,9,53,45,973.4992425,971.4999968,7,6.000788988,9.020762852
8326,1,-3,45,578.4993771,581.4999976,7,9.000622886,9,5,45,973.4994501,971.4999976,5,10.00058136,9
8327,1,8,41,578.4994602,576.4999968,7,10.00053983,6,31,41,971.499201,973.4999968,9,10.00083051,5
8328,1,802.5,38,382.9489586,390.7702924,586.0447414,9.997861426,590.9342248,724,39,758.0958893,766.8696549,593.1174417,6.000456783,588.5399628
8329,1,1,41,578.4996263,581.4999968,5,8.000373731,6,71.5,41,968.4993671,969.4999968,8,5.000664411,9.010381426
8330,1,199,39,581.4998339,580.4999984,5,6.000166103,10,135,39,972.4996993,970.4999984,7,10.00029068,4.979237148
8331,1,113,39,580.4997301,581.4999984,5,10.00026992,5,340,41,970.4990349,973.4999984,8,9.000996617,10
8332,1,33,43,576.4997093,576.4999976,8,8.00029068,9.979237148,224,44,970.4989934,973.4999976,6,7.001038143,7
8333,1,104,47,579.5000415,577.4999984,7,7.00E+00,9,227,46,973.501651,970.4999984,6,9.998380498,10
8334,1,103,46,577.4995432,576.4999968,10,7.000373731,5.020762852,133,49,969.4995747,968.4999968,5,8.000415257,10.02076285
8335,1,204,44,580.4992525,581.4999992,6,9.000747463,5,87,47,972.4995747,968.4999992,8,6.000415257,9
8336,0,-15,39,577.4999792,578.4999984,8,5.00E+00,5,99,41,970.4999069,973.4999984,9,9.00E+00,7
8337,0,-37.5,39,579.5000208,578.4999976,8,7.00E+00,6,1.5,37,968.499637,970.4999976,7,5.000352968,8.979237148
8338,0,-15,41,579.4999585,577.4999992,6,1.00E+01,4.979237148,97,38,969.4991595,972.4999992,5,8.00087204,8
8339,0,-22,37,579.4999169,580.4999976,5,7.00E+00,7,26,42,968.4990764,973.4999976,9,7.000955091,10
8340,0,-14,36,578.5,577.4999984,6,8,9.989618574,86,41,969.4989934,970.4999984,6,7.001038143,6
8341,0,-18,41,578.4998339,576.4999968,7.161236525,7,5.062288557,126,40,867.8632083,870.2624984,13.84094822,10.00024915,9.093432835
8342,0,-10,42,577.4999585,580.4999992,10,9,8.020762852,95,39,969.4989934,969.4999992,10,7.001038143,10
8343,0,-7,42,7.00E+00,6.00E+00,7,10,7,87,44,399.9997823,402,8,5.000207629,7
8344,0,-10,40,9.00E+00,6.00E+00,9,7.00E+00,6.979237148,57,44,396.9996578,397,8,6.000332206,8
8345,1,180,42,376.9200675,377.6844743,39.28548201,6.000124577,15.58520726,227,48,764.7638988,771.5648087,40.65725567,10.00058136,24.63442775
8346,1,99,42,580.4994186,576.4999992,9,10.00053983,5.989618574,189,44,969.499284,970.4999992,10,7.000705937,8
8347,0,689,32,378.0670074,378.8458568,591.4767587,8.994310978,589.4602945,726.5,35,753.2847187,758.0583664,592.8064968,7.990635954,594.0660324
8348,0,-38,34,577.4999585,577.4999976,6,8.00E+00,6,37,37,970.4996993,972.4999976,6,8.000332206,10
8349,0,-41,34,578.5000415,577.4999976,6,6.00E+00,7,-24,37,968.4997616,970.4999976,8,5.000228391,5.979237148
8350,0,15,38,6.999792372,7.00E+00,8,5.000166103,6,128,37,396.9994501,398,9,8.000539834,8.020762852
8351,0,-31,46,579.5000831,580.4999992,6,7.00E+00,7,5,42,972.4995332,969.4999992,10,7.000456783,6.979237148
8352,0,-26,47,581.5001869,576.4999984,9,8.99912796,6.020762852,-8,45,973.5006751,969.4999984,9,8.997342355,4.979237148
8353,0,-15,44,577.4999585,579.4999992,5,9.00E+00,9.979237148,-23,43,969.4989934,969.4999992,10,7.000996617,6.979237148
8354,0,18,45,578.5000415,579.4999976,7,6.00E+00,6,46,40,973.5000315,973.4999976,10,8,7
8355,0,57,43,579.4999585,579.4999976,8,9,5,131,43,970.4996162,970.4999976,5,8.000415257,5
8356,0,-18,47,581.5002907,578.4999976,6,5.99869194,10,10,47,968.4997823,973.4999976,6,8.999750846,4.979237148
8357,0,-18,42,579.4998754,578.4999976,5,10.00012458,7,53,49,970.4991179,968.4999976,7,10.00087204,6
8358,1,46,44,8.998941095,5.00E+00,5,5.001100431,10,32,46,401.9994086,398,5,8.000622886,6
8359,1,109,43,578.5000415,576.4999968,5,8.00E+00,9,183.5,46,969.501568,969.4999968,5,7.998422023,10
8360,1,-24,46,581.4996263,579.4999984,6,7.000373731,10,51,47,968.4992425,971.4999984,8,8.000747463,7
8361,1,57,44,576.4993771,579.4999976,8,6.000622886,9,55,45,973.4994917,968.4999976,10,8.000498308,9
8362,1,-38,42,577.4990034,576.4999968,10,7.000996617,7,-28.5,41,972.5003637,971.4999968,5,8.999667794,5.989618574
8363,0,324.5,41,513.5337387,516.9317886,528.0539156,7.985154561,544.7161157,407,43,890.3039909,893.9955808,535.1941581,4.979444776,543.5710079
8364,0,-6,39,577.4999585,576.4999992,10,7,10.02076285,86,41,968.4997823,969.4999992,7,5.000207629,6
8365,0,628.5,38,381.9282166,390.7702928,588.0438087,9.000124577,589.0068948,604,43,765.8973637,771.7266687,594.8064968,7.00E+00,593.7130639
8366,0,28,43,579.5000208,578.4999976,10,9.00E+00,4.979237148,216,41,970.4994917,971.4999976,7,9.000498308,6
8367,0,-17,43,576.5000415,580.4999992,7,7.00E+00,8.020762852,109,43,971.4995332,971.4999992,5,5.000456783,9
8368,0,14,38,581.5,579.4999976,5,10,7,106,42,969.4997408,969.4999976,6,9.000249154,9
8369,0,5,42,7.00E+00,1.00E+01,6,8.00E+00,10,93,42,401.9989934,402,8,5.000996617,7
8370,1,68,36,577.4989619,578.4999976,8,10.00103814,6,45,40,972.4994501,968.4999976,10,9.00058136,5
8371,1,-49,37,577.4995847,576.4999992,9,5.000415257,6,-43,41,969.4991595,968.4999992,10,9.000830514,9
8372,0,10,36,1.00E+01,5.00E+00,8,9.00E+00,7,58,39,399.9995747,398,7,6.000415257,10
8373,0,-31,39,578.4996678,580.4999984,10,8.000332206,8,9,40,968.4990764,972.4999984,5,10.00095509,8
8374,0,4,47,5.00E+00,7.00E+00,6,5.00E+00,7,51,45,399.0000315,401,5,1.00E+01,8
8375,0,10,43,579.5,576.4999984,5,10,7.010381426,164.5,47,973.499554,968.4999984,7,8.000415257,8.031144278
8376,0,43,46,579.5000831,576.4999984,5,8.00E+00,7,205,47,970.4993671,972.4999984,6,8.000622886,10
8377,0,-31,42,578.4998754,579.4999992,5,9.000124577,6.010381426,-2,45,970.4996162,971.4999992,7,7.000415257,6.979237148
8378,1,183,40,6.999605506,7.00E+00,8,10.00045678,10.04152571,123,46,400.9996578,397,6,6.000373731,6.041525705
8379,1,308.5,45,6.028984942,1.00E+01,10,8.986504146,8.010381426,554,47,398.013818,402,8,8.986545672,9.020762852
8380,1,-31,44,580.5001246,581.4999984,8,8.997653798,9.979237148,6,43,973.5024815,969.4999984,7,4.992857579,4.979237148
8381,1,-54,45,578.4996263,580.4999992,8,10.00033221,10,-6,45,971.4991595,972.4999992,7,8.00087204,7
8382,1,171.5,47,6.999335589,1.00E+01,7,6.000664411,5,129,42,398.9996162,402,9,8.000415257,6
8383,1,-76,45,579.5019517,580.4999992,9,8.995183018,7.979237148,329,44,969.5092087,973.4999992,6,9.990822819,6
8384,0,-20,45,579.4998962,581.4999992,10,7.00E+00,9,144,44,969.49999,973.4999992,5,5.00E+00,8
8385,0,3,45,581.4993148,581.4999984,5,6.000643648,7,47,49,972.4989518,973.4999984,7,7.001079668,9
8386,0,43,45,578.499647,581.4999992,9,7.000311443,8,170,45,970.4994501,971.4999992,8,8.000539834,6
8387,0,217,47,567.9123742,567.9472851,247.9095205,8.990739768,265.3970795,289,44,948.3103573,949.8477526,247.6246751,7.987604577,271.2971126
8388,0,16,45,577.5000415,581.4999992,6,9.00E+00,9,85,45,973.4995747,972.4999992,5,6.000456783,5
8389,0,-29,37,578.4999585,580.4999984,7,8.00E+00,9,53,34,969.4996993,973.4999984,5,10.00033221,7
8390,0,-36,36,576.5,577.4999992,7,10,6,91,34,970.5000315,970.4999992,9,8,8
8391,0,-17,39,577.4999585,580.4999968,7,8,5,106,37,968.4999692,970.4999968,9,6.00E+00,10.01038143
8392,0,27,40,576.5,581.4999976,7,8.00E+00,7,145,37,969.4994501,968.4999976,5,9.000539834,7
8393,1,33,41,580.4995432,578.4999976,9,9.000456783,8,90,42,973.4994917,969.4999976,6,10.00049831,6
8394,1,74,42,580.499211,576.4999984,5,5.000788988,6.010381426,109,44,968.4991595,969.4999984,5,7.000830514,9
8395,1,210,45,578.4999792,579.4999992,8,8.00E+00,7,65,45,971.4994501,971.4999992,7,5.000539834,9.020762852
8396,1,730.5,40,380.9385149,390.7702911,586.0465257,6.000311443,587.1522348,854,44,764.9373322,771.7266701,593.805929,8.995016915,591.0242746
8397,1,112,44,580.4995432,581.4999984,10,5.000415257,5,118,48,969.4996162,973.4999984,6,8.000373731,5
8398,1,656,46,374.0645574,379.8458563,590.4767587,1.00E+01,587.5882547,939.5,45,767.925705,774.7266704,592.805929,7.000560597,588.9412231
8399,0,-41,35,576.5004983,576.4999968,8,4.999501692,5.979237148,10.5,36,972.49999,969.4999968,6,1.00E+01,6.979237148
8400,0,-4,35,579.5000415,580.4999984,9,9.00E+00,6,133,35,971.4994086,973.4999984,10,9.00058136,10
8401,0,-43,32,8.999896186,6.00E+00,10,9.000103814,10,23.5,35,396.9996578,402,7,9.000332206,10
8402,0,251.5,33,559.5003524,566.7774319,276.4690671,9.987438474,294.64494,576.5,37,951.3172506,951.8477526,250.6246751,7.982953698,271.2763497
8403,0,-15,44,579.4999585,576.4999976,6,9,9,91,46,968.4991595,971.4999976,10,6.00087204,10
8404,1,120,42,580.4991902,581.4999968,5,7.000768226,6,130.5,43,970.499284,969.4999968,7,5.000705937,6
8405,1,493,43,577.4370263,580.4911032,13.24965301,5.987106269,21.41980089,495,45,972.7750757,972.1769099,7,7.990199934,14.16656712
8406,1,65,43,579.4995432,579.4999968,6,9.000415257,8.020762852,136,44,971.4993671,970.4999968,10,9.000664411,9
8407,1,-29,40,4.999294063,9.00E+00,6,8.000705937,8.979237148,-22.5,45,396.9994917,397,9,5.000539834,6
8408,1,-60,43,580.5019517,576.4999968,8,6.995764378,9.979237148,317.5,41,970.5129875,973.4999968,6,8.986836352,10
8409,0,22.5,45,576.4999169,579.4999968,10,6.00E+00,8.989618574,32,40,972.4994501,970.4999968,6,8.00058136,8
8410,0,-14,44,581.5007059,578.4999984,8,5.998214395,8.979237148,-11.5,43,968.5015887,968.4999984,7,8.993418176,7.979237148
8411,0,-14,44,577.4999585,576.4999984,9,5.00E+00,7.020762852,21,42,968.4997616,973.4999984,6,8.000269917,9
8412,0,291,41,362.2937813,364.0605072,468.2529614,4.988123649,483.4485539,547,42,741.3782573,741.210758,469.631264,5.979216385,484.4072604
8413,0,18,45,581.4996263,577.4999968,9,6.000332206,8,22,43,968.4994501,972.4999968,9,7.00058136,9.979237148
8414,0,-3,43,576.4998754,577.4999968,5,1.00E+01,7,126,43,969.4991595,969.4999968,10,5.00087204,9
8415,0,236.5,45,353.5871736,361.3687778,158.3756296,4.991487231,176.4388711,230,43,747.4676098,754.2470766,165.1905026,6.987085506,182.0100817
8416,0,-3,42,6.00E+00,7.00E+00,7,1.00E+01,5,183.5,43,399.9994501,401,5,10.00058136,6
8417,0,14,40,579.4998754,577.4999968,5,5.00E+00,5,55,43,972.4993256,971.4999968,8,6.000664411,10
8418,1,693,46,381.9468824,385.7702911,587.0465257,6.990179171,586.6884537,872.5,48,765.9264317,774.7266701,592.805929,7.989286368,590.5399628
8419,1,-64,42,581.5,580.4999976,7,5.00E+00,6.979237148,323.5,47,968.5115134,972.4999976,5,4.988476617,5
8420,0,-48,35,579.5001661,581.4999976,10,8.999833897,9.979237148,-14,35,969.5001976,973.4999976,7,4.999792371,6.968855722
8421,1,-19.5,44,9.005232239,8.00E+00,6,7.996885572,9.979237148,430,43,400.0121155,400,5,5.987957546,7
8422,1,12.5,44,580.4996678,577.4999992,8,9.000332206,7,154,46,971.4987442,973.4999992,5,6.001287297,7
8423,1,36,45,580.4997508,580.4999976,9,7.000249154,7,101,43,973.4994086,972.4999976,7,9.000622886,5
8424,1,-32,46,578.5002076,581.4999976,9,5.999543217,6.979237148,0,46,968.5134858,969.4999976,9,5.986504146,5.979237148
8425,1,433,47,365.4151829,366.1948378,509.108114,6.984386335,522.1920362,630,49,741.5316129,746.3613613,510.9170197,6.980192239,525.2200296
8426,0,54,38,580.4998754,579.4999992,5,6.00E+00,8.020762852,189,38,972.4996162,971.4999992,7,9.000415257,5.020762852
8427,0,9,40,581.4994602,581.4999968,7,7.000539834,8,62.5,39,968.4991595,970.4999968,5,10.00087204,9
8428,0,9,40,579.4995847,578.4999992,7,6.000415257,9,70,41,971.4994501,969.4999992,8,5.00058136,6
8429,0,-20,38,577.4998754,579.4999976,8,5.000124577,6,13,41,971.4994501,971.4999976,7,6.00058136,9
8430,0,571,40,385.1060724,391.9445062,590.4803679,4.996096584,587.3321021,894,42,760.2548717,769.0249971,592.7839151,9.00029068,593.9484536
8431,0,-18,38,579.4999585,577.4999968,7,1.00E+01,9.979237148,45,42,971.4997823,972.4999968,6,8.000249154,7
8432,1,-28,43,581.4993356,581.4999992,9,8.000622886,8.020762852,8,42,968.4994501,970.4999992,6,9.00058136,6
8433,0,-13,34,578.4998754,580.4999992,7,6.000124577,10,59.5,37,972.4994086,973.4999992,5,9.00058136,6
8434,0,-39,32,577.4999585,577.4999984,8,7,5.020762852,23,38,970.4997823,968.4999984,5,9.000249154,5
8435,0,434.5,39,385.9431243,385.7702911,581.1527549,6.00E+00,580.8574753,686,41,761.1036131,765.8696577,582.4596446,9.000498308,579.2102116
8436,0,390,37,449.7535786,451.941397,583.6108586,4.982849884,588.1797638,817.5,39,824.6795913,827.8587683,586.4770305,5.977762985,585.0897141
8437,0,-21,40,7.00E+00,7.00E+00,8,8,10.04152571,119,39,400.99999,402,10,9.00E+00,6
8438,0,-19.5,39,579.5002492,581.4999976,10,4.996491078,4.979237148,-32,39,973.5004883,968.4999976,6,4.991487231,5
8439,0,-2,41,576.4999585,576.4999968,9,10,8,81.5,43,970.4996162,970.4999968,8,10.00041526,8
8440,0,107,42,579.5001661,580.4999968,8,7.992691476,9,316,42,970.5015264,971.4999968,9,7.980503682,7
8441,0,-8,41,577.5000208,580.4999968,8,1.00E+01,6.041525705,54,40,969.4996993,973.4999968,7,8.00029068,8
8442,0,5,43,580.4999169,579.4999968,8,9.00E+00,7,227,43,968.4994501,972.4999968,9,7.000539834,5
8443,0,-17,42,581.5002284,579.4999984,8,9.999605506,6.958474295,-6,40,969.5005713,971.4999984,7,9.999211012,7
8444,0,9,41,581.5,579.4999976,7,8,10,59,42,970.4999069,968.4999976,8,1.00E+01,5
8445,0,55,45,579.4996678,577.4999984,6,9.000332206,8,123,44,968.4994917,973.4999984,8,5.000498308,8
8446,0,502,40,404.8575869,411.8520826,590.4767587,7.991694859,589.9378401,586,41,783.682112,786.5683787,592.805929,6.984988458,591.910311
8447,0,-14,45,581.5000208,581.4999968,6,7.00E+00,9.979237148,5,44,970.4997408,972.4999968,9,6.000249154,8.979237148
8448,0,421,42,446.7430726,455.941397,580.6108586,6.991030448,587.307724,459.5,41,822.6772451,831.8587683,588.4770305,4.978780365,587.1590009
8449,0,2.5,40,581.499647,578.4999992,5,8.000352968,9,43,45,971.499201,970.4999992,6,9.000830514,8.989618574
8450,0,-8,40,580.4999377,581.4999968,7,5.00E+00,6.041525705,25,45,970.4996578,973.4999968,6,5.000373731,7
8451,0,36,41,9.999833897,8.00E+00,10,9.000124577,7.989618574,193,47,399.9994501,397,8,8.00058136,9
8452,0,232,43,38.85002474,44.74134431,574.1652907,7,573.5110408,468,43,426.1727097,433.8922942,578.5095231,10.00029068,577.6426163
8453,0,288.5,41,561.4995427,566.7774287,271.4670395,9.989431708,295.7072285,435,47,946.4898471,946.2797039,277.3252225,7.986545672,301.61426
8454,0,194,45,356.5781833,361.3687778,488.1684064,4.986400332,500.4395654,462,48,747.4608412,750.2470766,492.6398813,9.98201937,505.7686201
8455,0,50,45,578.5000415,578.4999976,6,7.00E+00,8,205,45,973.4994086,969.4999976,6,6.000622886,7
8456,0,-18,44,578.4999585,578.4999968,6,5.00E+00,7,94,46,971.4997408,972.4999968,7,5.00029068,7
8457,0,54,42,6.00E+00,1.00E+01,10,7,8,114,46,401.9996162,399,5,10.00041526,8
8458,0,10,45,580.4997924,581.4999992,6,9.000166103,10,53.5,43,973.4996785,970.4999992,5,5.000311443,7
8459,0,-1,42,9.999667794,6.00E+00,7,9.000332206,9,24,43,399.999201,399,5,7.000788988,8
8460,1,430,41,357.5709786,359.3687778,385.8458324,5.986400332,403.5081896,432,40,744.4698938,754.2470766,392.6574206,8.982351576,407.6158513
8461,1,-33.5,38,579.5002492,578.4999976,7,8.998048292,8,6,42,969.5031875,970.4999976,9,8.993397413,10
8462,1,76,39,580.4996678,581.4999968,8,9.00029068,10,344,40,973.4990349,971.4999968,7,8.000955091,10
8463,1,362.5,41,554.0136001,558.7580664,332.9882274,4.990677479,347.0991353,1065,41,936.5604918,941.8040878,335.8513578,9.998131343,354.0269296
8464,1,3,40,578.4992525,578.4999976,10,7.000705937,8.020762852,728.5,41,970.5033951,973.4999976,5,8.996636418,7.979237148
8465,1,-65.5,42,579.4990241,578.4999984,6,7.000975854,7,152,44,971.5077968,971.4999984,9,7.992193168,8
8466,1,149,40,577.4993771,577.4999992,6,8.00058136,9,110,46,970.4995332,972.4999992,5,9.000456783,6
8467,1,-65,38,581.5014326,576.4999976,6,5.997778375,4.979237148,303,44,973.5090841,972.4999976,9,4.990947396,6.979237148
8468,1,122,42,580.4996886,579.4999976,7,9.000269917,5,138,42,968.4996578,973.4999976,6,8.000373731,8
8469,0,54,43,579.4997924,576.4999992,6,6.000166103,6.020762852,228,42,969.4997408,968.4999992,8,5.00014534,5.020762852
8470,0,-6,42,579.5,579.4999968,7,9.00E+00,9.041525705,224,40,973.4992425,971.4999968,8,9.000747463,10
8471,0,-16,41,580.4999169,576.4999968,7,1.00E+01,8.020762852,-15,42,971.4991179,971.4999968,8,6.00087204,6
8472,0,208.5,44,355.5816507,358.3687778,271.4650119,5.991279602,294.9460013,308,43,748.4665302,750.2470766,277.3313054,6.987417712,297.0329001
8473,0,3,44,581.5000415,581.4999976,7,7.00E+00,10,21,47,970.49999,972.4999976,5,7,5
8474,0,34,44,578.4996678,578.4999968,5,5.000332206,10,119,46,968.4996162,969.4999968,7,8.000415257,8
8475,0,54,40,576.4998754,577.4999984,7,6.000124577,9.020762852,247.5,42,972.4994917,968.4999984,6,5.000498308,8.020762852
8476,0,40,43,7.99970932,8.00E+00,8,8.00029068,6,134,45,397.9991179,402,6,9.000913565,9
8477,0,16.5,42,5.999667794,1.00E+01,5,5.000332206,7.010381426,77,45,401.999201,399,10,8.000830514,8
8478,0,-34,34,581.4999585,577.4999968,8,7.00E+00,6,47,38,971.4996993,972.4999968,5,9.000332206,8
8479,0,-40,33,9.004775456,9.00E+00,8,5.995224544,7.989618574,-7.5,37,398.0062604,402,9,4.992691476,8
8480,0,-17,36,577.4996886,578.4999992,8,10.00031144,8,-22,38,973.4994501,968.4999992,9,8.00058136,10
8481,0,538.5,40,385.9377259,388.7702911,585.0465257,8,590.1314719,921.5,38,769.920971,774.7266701,593.805929,10.00029068,592.5537273
8482,0,71,37,579.4997093,580.4999984,10,6.00029068,5,130.5,42,972.4996993,969.4999984,6,8.000332206,9
8483,0,-17,43,579.5,578.4999992,7,8,5.020762852,193.5,38,973.4995332,971.4999992,10,10.00049831,10
8484,0,-28,34,581.4998339,577.4999984,8,10.00012458,9,26,39,973.4995332,970.4999984,10,10.00049831,9
8485,0,-22,42,580.5003322,580.4999968,9,6.999211012,6,-20,42,973.5013188,972.4999968,6,4.996760995,9
8486,0,5,42,576.4997508,578.4999992,7,9.000249154,4.979237148,19,48,973.4995747,973.4999992,6,8.000415257,5
8487,0,51,42,576.4997924,580.4999992,5,5.000207629,9,180,47,970.4994917,973.4999992,6,9.000498308,6
8488,0,243,45,533.1146914,538.7503308,438.9852069,9.986670249,456.0034463,475,43,923.6846544,923.5568247,414.6660156,8.979507065,434.9776753
8489,0,-28,43,580.5001869,576.4999992,5,7.999771609,7.979237148,-37,45,968.5036442,973.4999992,7,5.996345738,6.979237148
8490,1,52,44,578.4994602,580.4999976,8,10.00049831,7,106.5,49,971.499284,968.4999976,6,9.000705937,9
8491,0,-34,35,576.4999585,580.4999976,8,7,10,7,32,970.49999,971.4999976,7,9,6
8492,0,-36,32,1.00E+01,5.00E+00,10,10,10,74,35,400.9999069,397,10,6.00E+00,10
8493,1,189,40,580.5,580.4999984,10,5.00E+00,8.041525705,109,44,970.4994917,970.4999984,7,8.000498308,6.020762852
8494,1,-30,41,576.4994602,578.4999992,7,8.000498308,5,-24,41,969.4983289,972.4999992,10,5.001661028,8
8495,1,124,44,580.4995847,580.4999992,6,9.000415257,10,148,44,969.4995747,972.4999992,8,7.000456783,10
8496,1,25.5,44,579.4995017,580.4999976,10,5.000498308,9,56.5,40,969.4995332,972.4999976,7,10.00049831,9
8497,1,7,43,581.5008305,581.4999976,8,9.987999071,6,107.5,42,972.5011112,973.4999976,9,8.985196086,7.979237148
8498,1,-5.5,41,581.4995017,578.4999976,10,5.000456783,7,-7,45,969.499201,970.4999976,7,8.000788988,5
8499,1,193,41,576.4994186,576.4999984,5,10.00053983,9,243,43,970.4994086,972.4999984,10,8.00058136,9
8500,1,-17,44,4.99883728,9.00E+00,7,7.001204245,7,-26,44,398.999554,402,5,5.000477546,5
8501,1,4,42,580.4995432,579.4999984,7,7.000456783,8,93.5,44,969.4988065,973.4999984,6,10.00122501,8
8502,1,486.5,45,482.3873268,492.3084966,574.3206532,9.984635489,577.0786362,754,46,859.7619208,866.8484492,576.9100769,5.98878806,579.4212232
8503,1,8.5,45,576.4994186,576.4999984,5,5.00058136,8,41,43,973.4994709,968.4999984,9,5.000560597,8
8504,1,53,47,7.999584743,7.00E+00,6,8.000456783,9,110,43,401.9993256,397,8,7.000705937,5
8505,1,704,42,333.6621427,341.6278785,587.4756233,7.997674561,589.9827488,898,47,726.3924635,733.3780125,594.8073484,8.991341891,588.8340258
8506,1,-34.5,42,5.99912796,6.00E+00,9,10.00091357,5.979237148,-12,44,397.9991179,398,8,9.00087204,10
8507,1,141,43,581.4995432,580.4999968,8,6.000456783,10,201,46,970.4994501,971.4999968,10,8.000539834,5
8508,1,-28,42,7.999086435,9.00E+00,7,5.000955091,10,-34,46,396.9994086,400,6,8.00058136,8
8509,1,-11.5,44,8.998920332,1.00E+01,7,7.001079668,6,7,44,401.9993256,402,10,8.000705937,9
8510,1,94,47,6.999252537,5.00E+00,7,6.000747463,6.020762852,69,44,400.9994917,398,10,10.00053983,9
8511,1,-28,46,579.4995847,581.4999984,7,6.000415257,7,0,46,973.4986612,972.4999984,6,5.001370348,8
8512,1,-43,45,8.01048524,5.00E+00,5,8.989992305,4.989618574,8.5,46,397.0149185,401,8,6.988082123,7
8513,1,171,43,581.4994186,576.4999992,9,7.00058136,9,234.5,46,972.4994086,972.4999992,7,9.000622886,8
8514,1,45.5,46,580.4993771,578.4999968,5,7.000622886,6.989618574,46,42,968.4996162,968.4999968,8,5.000415257,5
8515,1,644,40,47.63057518,55.60247845,574.3176117,10.00049831,577.3070275,618.5,40,446.108475,457.8923579,580.2843881,10.00039449,576.8157174
8516,1,152,42,576.4993356,581.4999976,7,5.000622886,5,87.5,40,969.4995332,972.4999976,8,10.00045678,7.979237148
8517,1,-26,41,578.499128,581.4999976,10,9.000830514,5,905,42,971.5033951,968.4999976,7,7.996594892,9
8518,1,96,41,578.4995847,576.4999984,6,7.000373731,9,100,45,972.4995747,969.4999984,10,5.000415257,8
8519,1,449.5,40,547.1881006,546.3986761,387.8428721,9.987147794,402.3420868,783,42,924.3719941,928.0414355,388.6514189,5.990158408,408.7819541
8520,1,133,41,578.4994186,576.4999984,7,8.00058136,5,169,41,969.4994086,973.4999984,6,8.000622886,5
8521,1,76,45,581.5000415,576.4999976,9,9.00E+00,5,234.5,44,972.5015264,973.4999976,5,4.998505075,6
8522,1,-30,43,580.4994809,581.4999976,9,6.000519071,5,288,40,970.5076722,969.4999976,8,5.992317745,7
8523,1,139,40,578.4993771,579.4999992,10,8.000622886,9.010381426,164,47,968.4994086,972.4999992,5,10.00058136,8
8524,1,-1,44,578.4995847,580.4999984,8,10.00037373,8,92.5,46,973.4987027,970.4999984,6,8.001287297,8
8525,1,23,42,581.4996678,578.4999968,9,6.00029068,10,84,44,969.499284,970.4999968,5,8.000705937,7
8526,0,45,43,581.4997093,577.4999968,7,5.00029068,10,110,39,970.4996162,973.4999968,9,8.000415257,9
8527,0,-18,43,578.5000623,576.4999976,8,8.999896186,8,9,42,972.4999484,971.4999976,7,9.00E+00,5.989618574
8528,0,7,40,579.5,581.4999976,8,5.00E+00,5,123,44,973.4995747,973.4999976,7,5.000456783,7
8529,0,8,40,581.4999169,579.4999976,8,8,9.020762852,156,40,969.4995747,970.4999976,5,5.000415257,6
8530,0,-13,43,580.4999585,579.4999992,6,8,9,63,41,969.4997408,970.4999992,5,5.000249154,5
8531,0,-5,42,579.4999792,580.4999984,6,5.00E+00,7.041525705,73,42,972.4997823,971.4999984,6,10.00020763,6.020762852
8532,0,267,42,568.6319964,571.4277119,217.0804218,6.990552902,236.1006949,355,42,952.1047893,953.4158006,220.9180447,6.983514295,241.5197994
8533,0,21,43,580.5000415,581.4999968,10,1.00E+01,9,127,43,969.4996578,971.4999968,6,7.000332206,5
